gamePk,link,gameType,season,gameDate,awayGamePoints,awaywins,awaylosses,awayties,awayid,awayname,awaylink,homeGamePoints,homewins,homelosses,hometies,homeid,homename,homelink
2001020001,/api/v1/game/2001020001/feed/live,R,20012002,2001-10-03T23:00:00Z,5,1,0,0,9,Ottawa Senators,/api/v1/teams/9,4,0,1,0,10,Toronto Maple Leafs,/api/v1/teams/10
2001020002,/api/v1/game/2001020002/feed/live,R,20012002,2001-10-04T00:00:00Z,3,1,0,0,21,Colorado Avalanche,/api/v1/teams/21,1,0,1,0,5,Pittsburgh Penguins,/api/v1/teams/5
2001020003,/api/v1/game/2001020003/feed/live,R,20012002,2001-10-04T01:00:00Z,0,0,1,0,22,Edmonton Oilers,/api/v1/teams/22,1,1,0,0,20,Calgary Flames,/api/v1/teams/20
2001020005,/api/v1/game/2001020005/feed/live,R,20012002,2001-10-04T23:00:00Z,2,1,0,0,11,Atlanta Thrashers,/api/v1/teams/11,1,0,1,0,7,Buffalo Sabres,/api/v1/teams/7
2001020006,/api/v1/game/2001020006/feed/live,R,20012002,2001-10-04T23:00:00Z,6,1,0,0,8,Montréal Canadiens,/api/v1/teams/8,4,1,1,0,9,Ottawa Senators,/api/v1/teams/9
2001020007,/api/v1/game/2001020007/feed/live,R,20012002,2001-10-04T23:00:00Z,2,0,1,0,13,Florida Panthers,/api/v1/teams/13,5,1,0,0,4,Philadelphia Flyers,/api/v1/teams/4
2001020008,/api/v1/game/2001020008/feed/live,R,20012002,2001-10-04T23:00:00Z,3,0,0,1,19,St. Louis Blues,/api/v1/teams/19,3,0,0,1,29,Columbus Blue Jackets,/api/v1/teams/29
2001020004,/api/v1/game/2001020004/feed/live,R,20012002,2001-10-04T23:30:00Z,2,0,1,0,24,Anaheim Ducks,/api/v1/teams/24,4,1,0,0,6,Boston Bruins,/api/v1/teams/6
2001020009,/api/v1/game/2001020009/feed/live,R,20012002,2001-10-05T02:00:00Z,5,1,0,0,16,Chicago Blackhawks,/api/v1/teams/16,4,0,1,0,23,Vancouver Canucks,/api/v1/teams/23
2001020011,/api/v1/game/2001020011/feed/live,R,20012002,2001-10-05T02:00:00Z,4,1,0,0,17,Detroit Red Wings,/api/v1/teams/17,3,0,0,0,28,San Jose Sharks,/api/v1/teams/28
2001020010,/api/v1/game/2001020010/feed/live,R,20012002,2001-10-05T02:30:00Z,2,0,0,1,27,Phoenix Coyotes,/api/v1/teams/27,2,0,0,1,26,Los Angeles Kings,/api/v1/teams/26
2001020012,/api/v1/game/2001020012/feed/live,R,20012002,2001-10-05T23:00:00Z,1,0,1,0,3,New York Rangers,/api/v1/teams/3,3,1,0,0,12,Carolina Hurricanes,/api/v1/teams/12
2001020013,/api/v1/game/2001020013/feed/live,R,20012002,2001-10-05T23:30:00Z,3,1,0,0,2,New York Islanders,/api/v1/teams/2,2,0,1,0,14,Tampa Bay Lightning,/api/v1/teams/14
2001020014,/api/v1/game/2001020014/feed/live,R,20012002,2001-10-06T00:30:00Z,1,0,1,0,18,Nashville Predators,/api/v1/teams/18,4,1,0,0,25,Dallas Stars,/api/v1/teams/25
2001020026,/api/v1/game/2001020026/feed/live,R,20012002,2001-10-06T23:00:00Z,0,0,0,1,30,Minnesota Wild,/api/v1/teams/30,0,0,0,1,28,San Jose Sharks,/api/v1/teams/28
2001020015,/api/v1/game/2001020015/feed/live,R,20012002,2001-10-06T23:00:00Z,3,1,0,0,11,Atlanta Thrashers,/api/v1/teams/11,4,2,0,0,6,Boston Bruins,/api/v1/teams/6
2001020016,/api/v1/game/2001020016/feed/live,R,20012002,2001-10-06T23:00:00Z,2,1,2,0,9,Ottawa Senators,/api/v1/teams/9,3,1,1,0,7,Buffalo Sabres,/api/v1/teams/7
2001020017,/api/v1/game/2001020017/feed/live,R,20012002,2001-10-06T23:00:00Z,2,0,1,1,10,Toronto Maple Leafs,/api/v1/teams/10,2,1,0,1,8,Montréal Canadiens,/api/v1/teams/8
2001020018,/api/v1/game/2001020018/feed/live,R,20012002,2001-10-06T23:00:00Z,3,0,0,2,29,Columbus Blue Jackets,/api/v1/teams/29,3,1,0,2,4,Philadelphia Flyers,/api/v1/teams/4
2001020020,/api/v1/game/2001020020/feed/live,R,20012002,2001-10-06T23:00:00Z,1,0,1,0,1,New Jersey Devils,/api/v1/teams/1,6,1,0,0,15,Washington Capitals,/api/v1/teams/15
2001020019,/api/v1/game/2001020019/feed/live,R,20012002,2001-10-06T23:30:00Z,4,1,1,0,24,Anaheim Ducks,/api/v1/teams/24,2,0,2,0,5,Pittsburgh Penguins,/api/v1/teams/5
2001020021,/api/v1/game/2001020021/feed/live,R,20012002,2001-10-06T23:30:00Z,3,2,0,0,2,New York Islanders,/api/v1/teams/2,0,0,2,0,13,Florida Panthers,/api/v1/teams/13
2001020022,/api/v1/game/2001020022/feed/live,R,20012002,2001-10-07T00:00:00Z,2,0,0,2,19,St. Louis Blues,/api/v1/teams/19,2,0,1,2,18,Nashville Predators,/api/v1/teams/18
2001020023,/api/v1/game/2001020023/feed/live,R,20012002,2001-10-07T01:00:00Z,0,1,1,0,16,Chicago Blackhawks,/api/v1/teams/16,4,2,0,0,20,Calgary Flames,/api/v1/teams/20
2001020025,/api/v1/game/2001020025/feed/live,R,20012002,2001-10-07T02:00:00Z,4,2,0,0,17,Detroit Red Wings,/api/v1/teams/17,1,0,2,0,23,Vancouver Canucks,/api/v1/teams/23
2001020024,/api/v1/game/2001020024/feed/live,R,20012002,2001-10-07T02:00:00Z,2,0,1,1,27,Phoenix Coyotes,/api/v1/teams/27,6,1,1,1,22,Edmonton Oilers,/api/v1/teams/22
2001020028,/api/v1/game/2001020028/feed/live,R,20012002,2001-10-07T17:30:00Z,0,1,1,0,25,Dallas Stars,/api/v1/teams/25,3,2,0,0,12,Carolina Hurricanes,/api/v1/teams/12
2001020027,/api/v1/game/2001020027/feed/live,R,20012002,2001-10-07T23:00:00Z,4,1,1,0,7,Buffalo Sabres,/api/v1/teams/7,5,1,1,0,3,New York Rangers,/api/v1/teams/3
2001020029,/api/v1/game/2001020029/feed/live,R,20012002,2001-10-07T23:30:00Z,5,1,2,0,13,Florida Panthers,/api/v1/teams/13,0,0,2,0,14,Tampa Bay Lightning,/api/v1/teams/14
2001020030,/api/v1/game/2001020030/feed/live,R,20012002,2001-10-08T00:00:00Z,4,1,0,1,30,Minnesota Wild,/api/v1/teams/30,3,0,1,1,26,Los Angeles Kings,/api/v1/teams/26
2001020031,/api/v1/game/2001020031/feed/live,R,20012002,2001-10-08T17:00:00Z,0,1,1,0,15,Washington Capitals,/api/v1/teams/15,4,3,0,0,6,Boston Bruins,/api/v1/teams/6
2001020032,/api/v1/game/2001020032/feed/live,R,20012002,2001-10-08T23:00:00Z,1,1,2,0,24,Anaheim Ducks,/api/v1/teams/24,6,1,1,0,10,Toronto Maple Leafs,/api/v1/teams/10
2001020033,/api/v1/game/2001020033/feed/live,R,20012002,2001-10-08T23:00:00Z,2,1,0,2,4,Philadelphia Flyers,/api/v1/teams/4,2,0,0,2,29,Columbus Blue Jackets,/api/v1/teams/29
2001020034,/api/v1/game/2001020034/feed/live,R,20012002,2001-10-09T01:00:00Z,2,1,1,1,27,Phoenix Coyotes,/api/v1/teams/27,1,2,0,1,20,Calgary Flames,/api/v1/teams/20
2001020036,/api/v1/game/2001020036/feed/live,R,20012002,2001-10-09T23:00:00Z,6,2,2,0,9,Ottawa Senators,/api/v1/teams/9,2,2,1,0,12,Carolina Hurricanes,/api/v1/teams/12
2001020035,/api/v1/game/2001020035/feed/live,R,20012002,2001-10-09T23:30:00Z,1,1,3,0,24,Anaheim Ducks,/api/v1/teams/24,3,2,0,0,8,Montréal Canadiens,/api/v1/teams/8
2001020038,/api/v1/game/2001020038/feed/live,R,20012002,2001-10-10T00:30:00Z,4,0,3,0,23,Vancouver Canucks,/api/v1/teams/23,5,2,0,0,21,Colorado Avalanche,/api/v1/teams/21
2001020037,/api/v1/game/2001020037/feed/live,R,20012002,2001-10-10T00:30:00Z,1,0,2,1,26,Los Angeles Kings,/api/v1/teams/26,2,2,1,1,25,Dallas Stars,/api/v1/teams/25
2001020039,/api/v1/game/2001020039/feed/live,R,20012002,2001-10-10T01:00:00Z,0,1,2,0,16,Chicago Blackhawks,/api/v1/teams/16,1,2,1,0,22,Edmonton Oilers,/api/v1/teams/22
2001020040,/api/v1/game/2001020040/feed/live,R,20012002,2001-10-10T23:00:00Z,1,1,1,2,4,Philadelphia Flyers,/api/v1/teams/4,2,2,1,2,7,Buffalo Sabres,/api/v1/teams/7
