gamePk,link,gameType,season,gameDate,awayGamePoints,awaywins,awaylosses,awayties,awayid,awayname,awaylink,homeGamePoints,homewins,homelosses,hometies,homeid,homename,homelink
2009020017,/api/v1/game/2009020017/feed/live,R,20092010,2009-10-03T16:00:00Z,4,1,0,,16,Chicago Blackhawks,/api/v1/teams/16,0,1,1,,13,Florida Panthers,/api/v1/teams/13
2009020009,/api/v1/game/2009020009/feed/live,R,20092010,2009-10-03T19:00:00Z,0,0,2,,23,Vancouver Canucks,/api/v1/teams/23,3,2,0,,21,Colorado Avalanche,/api/v1/teams/21
2009020020,/api/v1/game/2009020020/feed/live,R,20092010,2009-10-03T19:00:00Z,3,0,2,,17,Detroit Red Wings,/api/v1/teams/17,5,2,0,,19,St. Louis Blues,/api/v1/teams/19
2009020010,/api/v1/game/2009020010/feed/live,R,20092010,2009-10-03T23:00:00Z,2,0,2,,12,Carolina Hurricanes,/api/v1/teams/12,7,1,1,,6,Boston Bruins,/api/v1/teams/6
2009020011,/api/v1/game/2009020011/feed/live,R,20092010,2009-10-03T23:00:00Z,2,2,0,,8,Montréal Canadiens,/api/v1/teams/8,1,0,0,,7,Buffalo Sabres,/api/v1/teams/7
2009020012,/api/v1/game/2009020012/feed/live,R,20092010,2009-10-03T23:00:00Z,5,2,0,,4,Philadelphia Flyers,/api/v1/teams/4,2,0,1,,1,New Jersey Devils,/api/v1/teams/1
2009020013,/api/v1/game/2009020013/feed/live,R,20092010,2009-10-03T23:00:00Z,4,2,0,,5,Pittsburgh Penguins,/api/v1/teams/5,3,0,0,,2,New York Islanders,/api/v1/teams/2
2009020014,/api/v1/game/2009020014/feed/live,R,20092010,2009-10-03T23:00:00Z,2,0,1,,9,Ottawa Senators,/api/v1/teams/9,5,1,1,,3,New York Rangers,/api/v1/teams/3
2009020015,/api/v1/game/2009020015/feed/live,R,20092010,2009-10-03T23:00:00Z,4,0,1,,10,Toronto Maple Leafs,/api/v1/teams/10,6,2,0,,15,Washington Capitals,/api/v1/teams/15
2009020016,/api/v1/game/2009020016/feed/live,R,20092010,2009-10-03T23:00:00Z,3,0,1,,14,Tampa Bay Lightning,/api/v1/teams/14,6,1,0,,11,Atlanta Thrashers,/api/v1/teams/11
2009020018,/api/v1/game/2009020018/feed/live,R,20092010,2009-10-03T23:00:00Z,1,0,1,,30,Minnesota Wild,/api/v1/teams/30,2,1,0,,29,Columbus Blue Jackets,/api/v1/teams/29
2009020019,/api/v1/game/2009020019/feed/live,R,20092010,2009-10-04T00:00:00Z,3,1,0,,18,Nashville Predators,/api/v1/teams/18,2,0,0,,25,Dallas Stars,/api/v1/teams/25
2009020022,/api/v1/game/2009020022/feed/live,R,20092010,2009-10-04T02:00:00Z,4,1,1,,28,San Jose Sharks,/api/v1/teams/28,1,0,1,,24,Anaheim Ducks,/api/v1/teams/24
2009020021,/api/v1/game/2009020021/feed/live,R,20092010,2009-10-04T02:00:00Z,4,2,0,,20,Calgary Flames,/api/v1/teams/20,3,0,1,,22,Edmonton Oilers,/api/v1/teams/22
2009020023,/api/v1/game/2009020023/feed/live,R,20092010,2009-10-04T02:30:00Z,6,1,0,,27,Phoenix Coyotes,/api/v1/teams/27,3,0,1,,26,Los Angeles Kings,/api/v1/teams/26
2009020024,/api/v1/game/2009020024/feed/live,R,20092010,2009-10-05T23:00:00Z,3,2,1,,3,New York Rangers,/api/v1/teams/3,2,0,2,,1,New Jersey Devils,/api/v1/teams/1
2009020025,/api/v1/game/2009020025/feed/live,R,20092010,2009-10-06T02:00:00Z,5,2,0,,29,Columbus Blue Jackets,/api/v1/teams/29,3,0,3,,23,Vancouver Canucks,/api/v1/teams/23
2009020026,/api/v1/game/2009020026/feed/live,R,20092010,2009-10-06T23:00:00Z,2,1,1,,9,Ottawa Senators,/api/v1/teams/9,1,0,2,,10,Toronto Maple Leafs,/api/v1/teams/10
2009020027,/api/v1/game/2009020027/feed/live,R,20092010,2009-10-06T23:00:00Z,5,2,0,,15,Washington Capitals,/api/v1/teams/15,6,3,0,,4,Philadelphia Flyers,/api/v1/teams/4
2009020028,/api/v1/game/2009020028/feed/live,R,20092010,2009-10-06T23:00:00Z,1,0,1,,14,Tampa Bay Lightning,/api/v1/teams/14,2,1,2,,12,Carolina Hurricanes,/api/v1/teams/12
2009020030,/api/v1/game/2009020030/feed/live,R,20092010,2009-10-07T01:00:00Z,3,2,1,,8,Montréal Canadiens,/api/v1/teams/8,4,3,0,,20,Calgary Flames,/api/v1/teams/20
2009020029,/api/v1/game/2009020029/feed/live,R,20092010,2009-10-07T01:00:00Z,3,0,1,,24,Anaheim Ducks,/api/v1/teams/24,4,1,1,,30,Minnesota Wild,/api/v1/teams/30
2009020031,/api/v1/game/2009020031/feed/live,R,20092010,2009-10-07T01:30:00Z,4,0,0,,25,Dallas Stars,/api/v1/teams/25,5,1,1,,22,Edmonton Oilers,/api/v1/teams/22
2009020032,/api/v1/game/2009020032/feed/live,R,20092010,2009-10-07T02:30:00Z,4,1,2,,28,San Jose Sharks,/api/v1/teams/28,6,1,1,,26,Los Angeles Kings,/api/v1/teams/26
2009020033,/api/v1/game/2009020033/feed/live,R,20092010,2009-10-07T23:30:00Z,3,2,0,,27,Phoenix Coyotes,/api/v1/teams/27,0,2,1,,5,Pittsburgh Penguins,/api/v1/teams/5
