gamePk,link,gameType,season,gameDate,awayGamePoints,awaywins,awaylosses,awayties,awayid,awayname,awaylink,homeGamePoints,homewins,homelosses,hometies,homeid,homename,homelink
1980020001,/api/v1/game/1980020001/feed/live,R,19801981,1980-10-10T00:00:00Z,2,0,1,0,3,New York Rangers,/api/v1/teams/3,7,1,0,0,6,Boston Bruins,/api/v1/teams/6
1980020002,/api/v1/game/1980020002/feed/live,R,19801981,1980-10-10T00:00:00Z,4,0,1,0,5,Pittsburgh Penguins,/api/v1/teams/5,7,1,0,0,4,Philadelphia Flyers,/api/v1/teams/4
1980020004,/api/v1/game/1980020004/feed/live,R,19801981,1980-10-10T01:00:00Z,6,0,1,0,34,Hartford Whalers,/api/v1/teams/34,8,1,0,0,19,St. Louis Blues,/api/v1/teams/19
1980020005,/api/v1/game/1980020005/feed/live,R,19801981,1980-10-10T01:00:00Z,3,0,1,0,7,Buffalo Sabres,/api/v1/teams/7,4,1,0,0,16,Chicago Blackhawks,/api/v1/teams/16
1980020003,/api/v1/game/1980020003/feed/live,R,19801981,1980-10-10T02:00:00Z,5,0,0,1,32,Quebec Nordiques,/api/v1/teams/32,5,0,0,1,20,Calgary Flames,/api/v1/teams/20
1980020006,/api/v1/game/1980020006/feed/live,R,19801981,1980-10-11T00:00:00Z,1,0,1,0,33,Winnipeg Jets (1979),/api/v1/teams/33,4,1,0,0,15,Washington Capitals,/api/v1/teams/15
1980020008,/api/v1/game/1980020008/feed/live,R,19801981,1980-10-11T02:00:00Z,7,1,0,1,32,Quebec Nordiques,/api/v1/teams/32,4,0,1,1,22,Edmonton Oilers,/api/v1/teams/22
1980020007,/api/v1/game/1980020007/feed/live,R,19801981,1980-10-11T03:00:00Z,3,0,1,0,17,Detroit Red Wings,/api/v1/teams/17,5,1,0,0,23,Vancouver Canucks,/api/v1/teams/23
1980020009,/api/v1/game/1980020009/feed/live,R,19801981,1980-10-12T00:00:00Z,8,1,1,0,3,New York Rangers,/api/v1/teams/3,3,0,1,0,10,Toronto Maple Leafs,/api/v1/teams/10
1980020010,/api/v1/game/1980020010/feed/live,R,19801981,1980-10-12T00:00:00Z,2,1,1,0,6,Boston Bruins,/api/v1/teams/6,5,1,0,0,2,New York Islanders,/api/v1/teams/2
1980020013,/api/v1/game/1980020013/feed/live,R,19801981,1980-10-12T00:00:00Z,5,2,0,0,16,Chicago Blackhawks,/api/v1/teams/16,4,0,1,0,8,Montréal Canadiens,/api/v1/teams/8
1980020015,/api/v1/game/1980020015/feed/live,R,19801981,1980-10-12T00:00:00Z,4,0,2,0,33,Winnipeg Jets (1979),/api/v1/teams/33,5,1,1,0,5,Pittsburgh Penguins,/api/v1/teams/5
1980020011,/api/v1/game/1980020011/feed/live,R,19801981,1980-10-12T01:00:00Z,5,2,0,0,4,Philadelphia Flyers,/api/v1/teams/4,1,1,1,0,19,St. Louis Blues,/api/v1/teams/19
1980020014,/api/v1/game/1980020014/feed/live,R,19801981,1980-10-12T01:00:00Z,3,0,2,0,34,Hartford Whalers,/api/v1/teams/34,9,1,0,0,31,Minnesota North Stars,/api/v1/teams/31
1980020012,/api/v1/game/1980020012/feed/live,R,19801981,1980-10-12T02:00:00Z,2,0,1,1,20,Calgary Flames,/api/v1/teams/20,6,1,0,1,35,Colorado Rockies,/api/v1/teams/35
1980020016,/api/v1/game/1980020016/feed/live,R,19801981,1980-10-12T03:00:00Z,1,0,2,0,17,Detroit Red Wings,/api/v1/teams/17,8,1,0,0,26,Los Angeles Kings,/api/v1/teams/26
1980020017,/api/v1/game/1980020017/feed/live,R,19801981,1980-10-13T00:00:00Z,6,2,1,0,5,Pittsburgh Penguins,/api/v1/teams/5,3,1,2,0,3,New York Rangers,/api/v1/teams/3
1980020018,/api/v1/game/1980020018/feed/live,R,19801981,1980-10-13T00:00:00Z,2,2,0,0,2,New York Islanders,/api/v1/teams/2,1,1,1,0,15,Washington Capitals,/api/v1/teams/15
1980020019,/api/v1/game/1980020019/feed/live,R,19801981,1980-10-13T00:00:00Z,4,1,1,0,10,Toronto Maple Leafs,/api/v1/teams/10,2,2,1,0,4,Philadelphia Flyers,/api/v1/teams/4
1980020021,/api/v1/game/1980020021/feed/live,R,19801981,1980-10-13T00:00:00Z,2,0,2,0,8,Montréal Canadiens,/api/v1/teams/8,3,2,1,0,6,Boston Bruins,/api/v1/teams/6
1980020022,/api/v1/game/1980020022/feed/live,R,19801981,1980-10-13T00:00:00Z,3,0,2,1,34,Hartford Whalers,/api/v1/teams/34,3,0,1,1,7,Buffalo Sabres,/api/v1/teams/7
1980020020,/api/v1/game/1980020020/feed/live,R,19801981,1980-10-13T01:00:00Z,3,0,1,2,20,Calgary Flames,/api/v1/teams/20,3,2,0,2,16,Chicago Blackhawks,/api/v1/teams/16
1980020024,/api/v1/game/1980020024/feed/live,R,19801981,1980-10-13T02:00:00Z,3,2,0,0,35,Colorado Rockies,/api/v1/teams/35,2,0,2,0,22,Edmonton Oilers,/api/v1/teams/22
1980020023,/api/v1/game/1980020023/feed/live,R,19801981,1980-10-13T03:00:00Z,2,1,1,1,32,Quebec Nordiques,/api/v1/teams/32,8,2,0,1,23,Vancouver Canucks,/api/v1/teams/23
1980020025,/api/v1/game/1980020025/feed/live,R,19801981,1980-10-15T00:00:00Z,5,1,1,1,19,St. Louis Blues,/api/v1/teams/19,5,2,0,1,2,New York Islanders,/api/v1/teams/2
1980020026,/api/v1/game/1980020026/feed/live,R,19801981,1980-10-15T02:00:00Z,2,1,1,0,26,Los Angeles Kings,/api/v1/teams/26,4,1,1,0,20,Calgary Flames,/api/v1/teams/20
1980020027,/api/v1/game/1980020027/feed/live,R,19801981,1980-10-15T02:00:00Z,1,1,2,1,32,Quebec Nordiques,/api/v1/teams/32,4,3,0,1,35,Colorado Rockies,/api/v1/teams/35
1980020028,/api/v1/game/1980020028/feed/live,R,19801981,1980-10-16T00:00:00Z,2,2,1,1,19,St. Louis Blues,/api/v1/teams/19,1,1,3,1,3,New York Rangers,/api/v1/teams/3
1980020029,/api/v1/game/1980020029/feed/live,R,19801981,1980-10-16T00:00:00Z,3,0,2,1,8,Montréal Canadiens,/api/v1/teams/8,3,1,1,1,15,Washington Capitals,/api/v1/teams/15
