gamePk,link,gameType,season,gameDate,awayGamePoints,awaywins,awaylosses,awayties,awayid,awayname,awaylink,homeGamePoints,homewins,homelosses,hometies,homeid,homename,homelink
2002020002,/api/v1/game/2002020002/feed/live,R,20022003,2002-10-10T00:00:00Z,1,0,0,1,25,Dallas Stars,/api/v1/teams/25,1,0,0,1,21,Colorado Avalanche,/api/v1/teams/21
2002020001,/api/v1/game/2002020001/feed/live,R,20022003,2002-10-10T00:00:00Z,4,1,0,0,3,New York Rangers,/api/v1/teams/3,1,0,1,0,12,Carolina Hurricanes,/api/v1/teams/12
2002020003,/api/v1/game/2002020003/feed/live,R,20022003,2002-10-10T02:30:00Z,1,0,1,0,27,Phoenix Coyotes,/api/v1/teams/27,4,1,0,0,26,Los Angeles Kings,/api/v1/teams/26
2002020004,/api/v1/game/2002020004/feed/live,R,20022003,2002-10-10T23:00:00Z,1,0,1,0,2,New York Islanders,/api/v1/teams/2,5,1,0,0,7,Buffalo Sabres,/api/v1/teams/7
2002020005,/api/v1/game/2002020005/feed/live,R,20022003,2002-10-10T23:00:00Z,2,1,0,0,1,New Jersey Devils,/api/v1/teams/1,1,0,1,0,9,Ottawa Senators,/api/v1/teams/9
2002020006,/api/v1/game/2002020006/feed/live,R,20022003,2002-10-10T23:00:00Z,1,0,1,0,16,Chicago Blackhawks,/api/v1/teams/16,2,1,0,0,29,Columbus Blue Jackets,/api/v1/teams/29
2002020007,/api/v1/game/2002020007/feed/live,R,20022003,2002-10-10T23:30:00Z,6,1,0,0,10,Toronto Maple Leafs,/api/v1/teams/10,0,0,1,0,5,Pittsburgh Penguins,/api/v1/teams/5
2002020008,/api/v1/game/2002020008/feed/live,R,20022003,2002-10-10T23:30:00Z,4,1,0,0,14,Tampa Bay Lightning,/api/v1/teams/14,3,0,0,0,13,Florida Panthers,/api/v1/teams/13
2002020009,/api/v1/game/2002020009/feed/live,R,20022003,2002-10-11T00:00:00Z,4,1,0,0,24,Anaheim Ducks,/api/v1/teams/24,3,0,1,0,19,St. Louis Blues,/api/v1/teams/19
2002020010,/api/v1/game/2002020010/feed/live,R,20022003,2002-10-11T01:00:00Z,3,1,0,0,23,Vancouver Canucks,/api/v1/teams/23,0,0,1,0,20,Calgary Flames,/api/v1/teams/20
2002020011,/api/v1/game/2002020011/feed/live,R,20022003,2002-10-11T01:00:00Z,2,0,0,1,4,Philadelphia Flyers,/api/v1/teams/4,2,0,0,1,22,Edmonton Oilers,/api/v1/teams/22
2002020012,/api/v1/game/2002020012/feed/live,R,20022003,2002-10-11T02:30:00Z,6,1,0,0,17,Detroit Red Wings,/api/v1/teams/17,3,0,1,0,28,San Jose Sharks,/api/v1/teams/28
2002020013,/api/v1/game/2002020013/feed/live,R,20022003,2002-10-11T23:00:00Z,4,1,0,0,8,Montréal Canadiens,/api/v1/teams/8,1,1,1,0,3,New York Rangers,/api/v1/teams/3
2002020014,/api/v1/game/2002020014/feed/live,R,20022003,2002-10-11T23:00:00Z,3,0,1,0,11,Atlanta Thrashers,/api/v1/teams/11,5,1,1,0,12,Carolina Hurricanes,/api/v1/teams/12
2002020015,/api/v1/game/2002020015/feed/live,R,20022003,2002-10-11T23:00:00Z,4,0,1,0,18,Nashville Predators,/api/v1/teams/18,5,1,0,0,15,Washington Capitals,/api/v1/teams/15
2002020016,/api/v1/game/2002020016/feed/live,R,20022003,2002-10-12T00:30:00Z,1,0,1,0,6,Boston Bruins,/api/v1/teams/6,5,1,0,0,30,Minnesota Wild,/api/v1/teams/30
2002020017,/api/v1/game/2002020017/feed/live,R,20022003,2002-10-12T00:30:00Z,2,1,1,0,24,Anaheim Ducks,/api/v1/teams/24,4,1,0,0,25,Dallas Stars,/api/v1/teams/25
2002020018,/api/v1/game/2002020018/feed/live,R,20022003,2002-10-12T23:00:00Z,2,1,1,0,9,Ottawa Senators,/api/v1/teams/9,1,1,1,0,10,Toronto Maple Leafs,/api/v1/teams/10
2002020019,/api/v1/game/2002020019/feed/live,R,20022003,2002-10-12T23:00:00Z,6,2,0,0,7,Buffalo Sabres,/api/v1/teams/7,1,1,1,0,8,Montréal Canadiens,/api/v1/teams/8
2002020020,/api/v1/game/2002020020/feed/live,R,20022003,2002-10-12T23:00:00Z,2,2,0,0,15,Washington Capitals,/api/v1/teams/15,1,0,2,0,2,New York Islanders,/api/v1/teams/2
2002020021,/api/v1/game/2002020021/feed/live,R,20022003,2002-10-12T23:00:00Z,5,1,0,0,13,Florida Panthers,/api/v1/teams/13,4,0,1,0,11,Atlanta Thrashers,/api/v1/teams/11
2002020022,/api/v1/game/2002020022/feed/live,R,20022003,2002-10-12T23:30:00Z,2,1,1,0,29,Columbus Blue Jackets,/api/v1/teams/29,3,2,0,0,1,New Jersey Devils,/api/v1/teams/1
2002020023,/api/v1/game/2002020023/feed/live,R,20022003,2002-10-12T23:30:00Z,0,1,2,0,3,New York Rangers,/api/v1/teams/3,6,1,1,0,5,Pittsburgh Penguins,/api/v1/teams/5
2002020024,/api/v1/game/2002020024/feed/live,R,20022003,2002-10-12T23:30:00Z,1,1,2,0,12,Carolina Hurricanes,/api/v1/teams/12,5,2,0,0,14,Tampa Bay Lightning,/api/v1/teams/14
2002020025,/api/v1/game/2002020025/feed/live,R,20022003,2002-10-13T00:00:00Z,2,1,0,1,30,Minnesota Wild,/api/v1/teams/30,2,0,1,1,19,St. Louis Blues,/api/v1/teams/19
2002020026,/api/v1/game/2002020026/feed/live,R,20022003,2002-10-13T00:00:00Z,3,1,0,1,22,Edmonton Oilers,/api/v1/teams/22,2,0,2,1,18,Nashville Predators,/api/v1/teams/18
2002020028,/api/v1/game/2002020028/feed/live,R,20022003,2002-10-13T02:00:00Z,3,0,2,0,28,San Jose Sharks,/api/v1/teams/28,5,2,0,0,23,Vancouver Canucks,/api/v1/teams/23
2002020029,/api/v1/game/2002020029/feed/live,R,20022003,2002-10-13T02:00:00Z,5,2,0,1,25,Dallas Stars,/api/v1/teams/25,2,0,2,1,27,Phoenix Coyotes,/api/v1/teams/27
2002020027,/api/v1/game/2002020027/feed/live,R,20022003,2002-10-13T02:00:00Z,5,1,0,1,4,Philadelphia Flyers,/api/v1/teams/4,4,0,2,1,20,Calgary Flames,/api/v1/teams/20
2002020030,/api/v1/game/2002020030/feed/live,R,20022003,2002-10-13T02:30:00Z,2,1,1,0,17,Detroit Red Wings,/api/v1/teams/17,3,2,0,0,26,Los Angeles Kings,/api/v1/teams/26
2002020031,/api/v1/game/2002020031/feed/live,R,20022003,2002-10-14T00:00:00Z,0,2,1,0,7,Buffalo Sabres,/api/v1/teams/7,3,1,1,0,16,Chicago Blackhawks,/api/v1/teams/16
2002020032,/api/v1/game/2002020032/feed/live,R,20022003,2002-10-14T01:00:00Z,4,2,1,0,17,Detroit Red Wings,/api/v1/teams/17,2,1,2,0,24,Anaheim Ducks,/api/v1/teams/24
2002020033,/api/v1/game/2002020033/feed/live,R,20022003,2002-10-14T23:00:00Z,4,1,2,0,27,Phoenix Coyotes,/api/v1/teams/27,2,1,2,0,29,Columbus Blue Jackets,/api/v1/teams/29
2002020034,/api/v1/game/2002020034/feed/live,R,20022003,2002-10-14T23:30:00Z,5,2,1,0,5,Pittsburgh Penguins,/api/v1/teams/5,4,1,2,0,10,Toronto Maple Leafs,/api/v1/teams/10
2002020035,/api/v1/game/2002020035/feed/live,R,20022003,2002-10-15T01:00:00Z,2,1,1,0,6,Boston Bruins,/api/v1/teams/6,1,0,1,0,21,Colorado Avalanche,/api/v1/teams/21
2002020036,/api/v1/game/2002020036/feed/live,R,20022003,2002-10-15T02:00:00Z,3,1,2,0,20,Calgary Flames,/api/v1/teams/20,2,2,1,0,23,Vancouver Canucks,/api/v1/teams/23
2002020037,/api/v1/game/2002020037/feed/live,R,20022003,2002-10-15T23:00:00Z,1,1,3,0,27,Phoenix Coyotes,/api/v1/teams/27,2,2,1,0,9,Ottawa Senators,/api/v1/teams/9
2002020038,/api/v1/game/2002020038/feed/live,R,20022003,2002-10-15T23:00:00Z,3,0,2,0,18,Nashville Predators,/api/v1/teams/18,4,1,2,0,2,New York Islanders,/api/v1/teams/2
2002020039,/api/v1/game/2002020039/feed/live,R,20022003,2002-10-15T23:00:00Z,4,1,3,0,10,Toronto Maple Leafs,/api/v1/teams/10,5,2,2,0,3,New York Rangers,/api/v1/teams/3
2002020040,/api/v1/game/2002020040/feed/live,R,20022003,2002-10-15T23:30:00Z,6,2,0,1,4,Philadelphia Flyers,/api/v1/teams/4,2,1,2,1,8,Montréal Canadiens,/api/v1/teams/8
2002020041,/api/v1/game/2002020041/feed/live,R,20022003,2002-10-16T00:00:00Z,1,1,2,0,12,Carolina Hurricanes,/api/v1/teams/12,2,1,1,0,19,St. Louis Blues,/api/v1/teams/19
2002020042,/api/v1/game/2002020042/feed/live,R,20022003,2002-10-16T00:00:00Z,1,1,1,0,13,Florida Panthers,/api/v1/teams/13,4,2,0,0,30,Minnesota Wild,/api/v1/teams/30
2002020043,/api/v1/game/2002020043/feed/live,R,20022003,2002-10-16T00:30:00Z,0,1,1,1,22,Edmonton Oilers,/api/v1/teams/22,3,3,0,1,25,Dallas Stars,/api/v1/teams/25
2002020044,/api/v1/game/2002020044/feed/live,R,20022003,2002-10-16T23:30:00Z,2,0,2,0,11,Atlanta Thrashers,/api/v1/teams/11,3,3,1,0,5,Pittsburgh Penguins,/api/v1/teams/5
2002020045,/api/v1/game/2002020045/feed/live,R,20022003,2002-10-17T02:30:00Z,6,2,1,0,6,Boston Bruins,/api/v1/teams/6,3,2,2,0,23,Vancouver Canucks,/api/v1/teams/23
2002020046,/api/v1/game/2002020046/feed/live,R,20022003,2002-10-17T02:30:00Z,4,3,0,0,26,Los Angeles Kings,/api/v1/teams/26,2,1,3,0,24,Anaheim Ducks,/api/v1/teams/24
2002020047,/api/v1/game/2002020047/feed/live,R,20022003,2002-10-17T23:00:00Z,4,2,2,1,3,New York Rangers,/api/v1/teams/3,4,2,1,1,7,Buffalo Sabres,/api/v1/teams/7
2002020048,/api/v1/game/2002020048/feed/live,R,20022003,2002-10-17T23:00:00Z,3,1,2,1,2,New York Islanders,/api/v1/teams/2,3,2,0,1,4,Philadelphia Flyers,/api/v1/teams/4
2002020049,/api/v1/game/2002020049/feed/live,R,20022003,2002-10-17T23:00:00Z,2,3,0,0,15,Washington Capitals,/api/v1/teams/15,1,1,3,0,12,Carolina Hurricanes,/api/v1/teams/12
2002020050,/api/v1/game/2002020050/feed/live,R,20022003,2002-10-17T23:30:00Z,3,1,4,0,27,Phoenix Coyotes,/api/v1/teams/27,5,2,3,0,10,Toronto Maple Leafs,/api/v1/teams/10
2002020052,/api/v1/game/2002020052/feed/live,R,20022003,2002-10-18T00:00:00Z,1,1,3,0,29,Columbus Blue Jackets,/api/v1/teams/29,7,2,1,0,19,St. Louis Blues,/api/v1/teams/19
2002020053,/api/v1/game/2002020053/feed/live,R,20022003,2002-10-18T00:00:00Z,1,3,1,1,25,Dallas Stars,/api/v1/teams/25,3,3,0,1,30,Minnesota Wild,/api/v1/teams/30
2002020051,/api/v1/game/2002020051/feed/live,R,20022003,2002-10-18T00:00:00Z,3,2,2,0,8,Montréal Canadiens,/api/v1/teams/8,2,2,2,0,17,Detroit Red Wings,/api/v1/teams/17
2002020054,/api/v1/game/2002020054/feed/live,R,20022003,2002-10-18T00:30:00Z,1,1,2,0,13,Florida Panthers,/api/v1/teams/13,4,2,1,0,16,Chicago Blackhawks,/api/v1/teams/16
2002020055,/api/v1/game/2002020055/feed/live,R,20022003,2002-10-18T01:00:00Z,3,2,1,1,6,Boston Bruins,/api/v1/teams/6,3,1,2,1,20,Calgary Flames,/api/v1/teams/20
2002020056,/api/v1/game/2002020056/feed/live,R,20022003,2002-10-18T02:30:00Z,4,1,1,1,21,Colorado Avalanche,/api/v1/teams/21,1,3,1,1,26,Los Angeles Kings,/api/v1/teams/26
2002020057,/api/v1/game/2002020057/feed/live,R,20022003,2002-10-18T02:30:00Z,3,1,2,1,22,Edmonton Oilers,/api/v1/teams/22,4,1,2,1,28,San Jose Sharks,/api/v1/teams/28
2002020058,/api/v1/game/2002020058/feed/live,R,20022003,2002-10-18T23:30:00Z,2,0,2,0,18,Nashville Predators,/api/v1/teams/18,3,3,0,0,1,New Jersey Devils,/api/v1/teams/1
2002020059,/api/v1/game/2002020059/feed/live,R,20022003,2002-10-18T23:30:00Z,5,0,3,0,11,Atlanta Thrashers,/api/v1/teams/11,8,3,0,0,14,Tampa Bay Lightning,/api/v1/teams/14
2002020060,/api/v1/game/2002020060/feed/live,R,20022003,2002-10-19T02:30:00Z,2,2,2,1,23,Vancouver Canucks,/api/v1/teams/23,2,1,3,1,24,Anaheim Ducks,/api/v1/teams/24
2002020061,/api/v1/game/2002020061/feed/live,R,20022003,2002-10-19T17:00:00Z,1,3,1,0,15,Washington Capitals,/api/v1/teams/15,3,3,0,0,4,Philadelphia Flyers,/api/v1/teams/4
2002020074,/api/v1/game/2002020074/feed/live,R,20022003,2002-10-19T20:00:00Z,3,2,1,1,21,Colorado Avalanche,/api/v1/teams/21,1,1,3,1,28,San Jose Sharks,/api/v1/teams/28
2002020062,/api/v1/game/2002020062/feed/live,R,20022003,2002-10-19T23:00:00Z,3,2,4,0,27,Phoenix Coyotes,/api/v1/teams/27,2,2,2,0,7,Buffalo Sabres,/api/v1/teams/7
