gamePk,link,gameType,season,gameDate,awayGamePoints,awaywins,awaylosses,awayties,awayid,awayname,awaylink,homeGamePoints,homewins,homelosses,hometies,homeid,homename,homelink
2010010097,/api/v1/game/2010010097/feed/live,PR,20102011,2010-10-03T16:30:00Z,3,0,0,,18,Nashville Predators,/api/v1/teams/18,0,0,0,,15,Washington Capitals,/api/v1/teams/15
2010010099,/api/v1/game/2010010099/feed/live,PR,20102011,2010-10-03T21:00:00Z,5,0,0,,5,Pittsburgh Penguins,/api/v1/teams/5,2,0,0,,17,Detroit Red Wings,/api/v1/teams/17
2010010100,/api/v1/game/2010010100/feed/live,PR,20102011,2010-10-03T22:00:00Z,3,0,0,,19,St. Louis Blues,/api/v1/teams/19,4,0,0,,16,Chicago Blackhawks,/api/v1/teams/16
2010010098,/api/v1/game/2010010098/feed/live,PR,20102011,2010-10-03T22:00:00Z,3,0,0,,4,Philadelphia Flyers,/api/v1/teams/4,9,0,0,,7,Buffalo Sabres,/api/v1/teams/7
2010010096,/api/v1/game/2010010096/feed/live,PR,20102011,2010-10-04T00:00:00Z,2,0,0,,26,Los Angeles Kings,/api/v1/teams/26,3,0,0,,24,Anaheim Ducks,/api/v1/teams/24
2010010095,/api/v1/game/2010010095/feed/live,PR,20102011,2010-10-04T00:00:00Z,0,0,0,,22,Edmonton Oilers,/api/v1/teams/22,1,0,0,,20,Calgary Flames,/api/v1/teams/20
2010011003,/api/v1/game/2010011003/feed/live,PR,20102011,2010-10-04T15:30:00Z,3,0,0,,12,Carolina Hurricanes,/api/v1/teams/12,5,0,0,,3046,St. Petersburg Ska St. Petersburg,/api/v1/teams/3046
2010011004,/api/v1/game/2010011004/feed/live,PR,20102011,2010-10-04T16:00:00Z,5,0,0,,30,Minnesota Wild,/api/v1/teams/30,1,0,0,,2446,Ilves Tampere,/api/v1/teams/2446
2010011005,/api/v1/game/2010011005/feed/live,PR,20102011,2010-10-05T17:00:00Z,7,0,0,,6,Boston Bruins,/api/v1/teams/6,1,0,0,,5434,Liberec,/api/v1/teams/5434
2010011006,/api/v1/game/2010011006/feed/live,PR,20102011,2010-10-05T17:00:00Z,4,0,0,,29,Columbus Blue Jackets,/api/v1/teams/29,1,0,0,,3260,Malmo Redhawks,/api/v1/teams/3260
2010011007,/api/v1/game/2010011007/feed/live,PR,20102011,2010-10-06T16:30:00Z,3,0,0,,27,Phoenix Coyotes,/api/v1/teams/27,1,0,0,,7256,Riga Dinamo,/api/v1/teams/7256
2010020003,/api/v1/game/2010020003/feed/live,R,20102011,2010-10-07T16:00:00Z,4,1,0,,12,Carolina Hurricanes,/api/v1/teams/12,3,0,1,,30,Minnesota Wild,/api/v1/teams/30
2010020001,/api/v1/game/2010020001/feed/live,R,20102011,2010-10-07T23:00:00Z,2,0,1,,8,Montréal Canadiens,/api/v1/teams/8,3,1,0,,10,Toronto Maple Leafs,/api/v1/teams/10
2010020002,/api/v1/game/2010020002/feed/live,R,20102011,2010-10-07T23:00:00Z,3,1,0,,4,Philadelphia Flyers,/api/v1/teams/4,2,0,1,,5,Pittsburgh Penguins,/api/v1/teams/5
2010020004,/api/v1/game/2010020004/feed/live,R,20102011,2010-10-08T02:00:00Z,3,0,0,,16,Chicago Blackhawks,/api/v1/teams/16,4,1,0,,21,Colorado Avalanche,/api/v1/teams/21
